uncertainty_threshold,confidence_threshold,total_cost,cost_savings,automation_rate,n_escalated,accuracy_automated
0.0642857142857143,0.7857142857142857,51268.0,116127.0,0.07400484464704649,97098,0.8990979381443299
0.05,0.7857142857142857,51328.0,116067.0,0.07274599935150394,97230,0.8981384373361301
0.1928571428571429,0.7642857142857142,52299.0,115096.0,0.09990654027351276,94382,0.8709431080565101
0.2357142857142857,0.7642857142857142,52299.0,115096.0,0.09990654027351276,94382,0.8709431080565101
0.1642857142857143,0.7642857142857142,52299.0,115096.0,0.09990654027351276,94382,0.8709431080565101
0.1785714285714286,0.7642857142857142,52299.0,115096.0,0.09990654027351276,94382,0.8709431080565101
0.22142857142857142,0.7642857142857142,52299.0,115096.0,0.09990654027351276,94382,0.8709431080565101
0.25,0.7642857142857142,52299.0,115096.0,0.09990654027351276,94382,0.8709431080565101
0.20714285714285718,0.7642857142857142,52299.0,115096.0,0.09990654027351276,94382,0.8709431080565101
0.15000000000000002,0.7642857142857142,52299.0,115096.0,0.09990654027351276,94382,0.8709431080565101
0.13571428571428573,0.7642857142857142,52299.5,115095.5,0.09989700356672837,94383,0.8709307875894988
0.12142857142857144,0.7642857142857142,52300.5,115094.5,0.09987793015315949,94385,0.8709061395970591
0.10714285714285715,0.7642857142857142,52301.0,115094.0,0.0998683934463751,94386,0.8708938120702827
0.09285714285714286,0.7642857142857142,52301.0,115094.0,0.0998683934463751,94386,0.8708938120702827
0.07857142857142857,0.7642857142857142,52305.0,115090.0,0.09977302637853092,94396,0.8708659912062703
0.0642857142857143,0.7642857142857142,52322.0,115073.0,0.09929619103931031,94446,0.8710142143680368
0.05,0.7642857142857142,52403.0,114992.0,0.09756051040454705,94628,0.8696969696969697
0.25,0.7428571428571429,54163.5,113231.5,0.13235995346087093,90979,0.8427840622523236
0.15000000000000002,0.7428571428571429,54163.5,113231.5,0.13235995346087093,90979,0.8427840622523236
0.1785714285714286,0.7428571428571429,54163.5,113231.5,0.13235995346087093,90979,0.8427840622523236
0.1642857142857143,0.7428571428571429,54163.5,113231.5,0.13235995346087093,90979,0.8427840622523236
0.2357142857142857,0.7428571428571429,54163.5,113231.5,0.13235995346087093,90979,0.8427840622523236
0.22142857142857142,0.7428571428571429,54163.5,113231.5,0.13235995346087093,90979,0.8427840622523236
0.20714285714285718,0.7428571428571429,54163.5,113231.5,0.13235995346087093,90979,0.8427840622523236
0.1928571428571429,0.7428571428571429,54163.5,113231.5,0.13235995346087093,90979,0.8427840622523236
0.13571428571428573,0.7428571428571429,54164.0,113231.0,0.13235041675408643,90980,0.8427727338233175
0.12142857142857144,0.7428571428571429,54165.0,113230.0,0.13233134334051766,90982,0.842750072066878
0.10714285714285715,0.7428571428571429,54166.5,113228.5,0.1323027332201644,90985,0.8427160671808549
0.09285714285714286,0.7428571428571429,54167.0,113228.0,0.13229319651338,90986,0.8427047289504037
0.07857142857142857,0.7428571428571429,54173.5,113221.5,0.132131072498045,91003,0.8426560808372429
0.0642857142857143,0.7428571428571429,54199.5,113195.5,0.1314062827824296,91079,0.8426591189491255
0.05,0.7428571428571429,54307.5,113087.5,0.12879322512350033,91353,0.8410218437615697
0.22142857142857142,0.7214285714285714,57343.5,110051.5,0.17453127086154607,86557,0.8119774875689854
0.20714285714285718,0.7214285714285714,57343.5,110051.5,0.17453127086154607,86557,0.8119774875689854
0.25,0.7214285714285714,57343.5,110051.5,0.17453127086154607,86557,0.8119774875689854
0.15000000000000002,0.7214285714285714,57343.5,110051.5,0.17453127086154607,86557,0.8119774875689854
0.1785714285714286,0.7214285714285714,57343.5,110051.5,0.17453127086154607,86557,0.8119774875689854
0.1642857142857143,0.7214285714285714,57343.5,110051.5,0.17453127086154607,86557,0.8119774875689854
0.2357142857142857,0.7214285714285714,57343.5,110051.5,0.17453127086154607,86557,0.8119774875689854
0.1928571428571429,0.7214285714285714,57343.5,110051.5,0.17453127086154607,86557,0.8119774875689854
0.13571428571428573,0.7214285714285714,57344.0,110051.0,0.1745217341547617,86558,0.8119672131147541
0.12142857142857144,0.7214285714285714,57344.5,110050.5,0.17449312403440842,86561,0.8119910367819861
0.10714285714285715,0.7214285714285714,57346.5,110048.5,0.17445497720727077,86565,0.8119499262012791
0.09285714285714286,0.7214285714285714,57347.0,110048.0,0.17444544050048638,86566,0.8119396457467746
0.07857142857142857,0.7214285714285714,57358.0,110037.0,0.1741784127105228,86594,0.8118155935173018
0.0642857142857143,0.7214285714285714,57379.5,110015.5,0.17334871922027884,86681,0.811685096550586
0.05,0.7214285714285714,57519.5,109875.5,0.16997272501859662,87035,0.809347472367166
0.25,0.7,61577.5,105817.5,0.2231875488756223,81455,0.7854121266504295
0.1928571428571429,0.7,61577.5,105817.5,0.2231875488756223,81455,0.7854121266504295
0.20714285714285718,0.7,61577.5,105817.5,0.2231875488756223,81455,0.7854121266504295
0.2357142857142857,0.7,61577.5,105817.5,0.2231875488756223,81455,0.7854121266504295
0.1642857142857143,0.7,61577.5,105817.5,0.2231875488756223,81455,0.7854121266504295
0.1785714285714286,0.7,61577.5,105817.5,0.2231875488756223,81455,0.7854121266504295
0.22142857142857142,0.7,61577.5,105817.5,0.2231875488756223,81455,0.7854121266504295
0.15000000000000002,0.7,61577.5,105817.5,0.2231875488756223,81455,0.7854121266504295
0.13571428571428573,0.7,61577.5,105817.5,0.22316847546205343,81457,0.7854365198068458
0.12142857142857144,0.7,61578.0,105817.0,0.22313986534170016,81460,0.7854517480126506
0.10714285714285715,0.7,61580.5,105814.5,0.22309218180777812,81465,0.7854058906510495
0.09285714285714286,0.7,61583.0,105812.0,0.22304449827385608,81470,0.7853600136822302
0.07857142857142857,0.7,61592.5,105802.5,0.22267256670926394,81509,0.785258469313461
0.0642857142857143,0.7,61622.5,105772.5,0.221566308722272,81625,0.7848749623380536
0.05,0.7,61780.5,105614.5,0.21719849701501082,82083,0.7820856201975851
0.15000000000000002,0.6785714285714286,67036.5,100358.5,0.2800453947242938,75493,0.7625063851523923
0.1928571428571429,0.6785714285714286,67036.5,100358.5,0.2800453947242938,75493,0.7625063851523923
0.1785714285714286,0.6785714285714286,67036.5,100358.5,0.2800453947242938,75493,0.7625063851523923
0.1642857142857143,0.6785714285714286,67036.5,100358.5,0.2800453947242938,75493,0.7625063851523923
0.13571428571428573,0.6785714285714286,67036.5,100358.5,0.280026321310725,75495,0.7625242652317542
0.25,0.6785714285714286,67036.5,100358.5,0.2800453947242938,75493,0.7625063851523923
0.20714285714285718,0.6785714285714286,67036.5,100358.5,0.2800453947242938,75493,0.7625063851523923
0.22142857142857142,0.6785714285714286,67036.5,100358.5,0.2800453947242938,75493,0.7625063851523923
0.2357142857142857,0.6785714285714286,67036.5,100358.5,0.2800453947242938,75493,0.7625063851523923
0.12142857142857144,0.6785714285714286,67037.0,100358.0,0.27999771119037176,75498,0.762534059945504
0.10714285714285715,0.6785714285714286,67040.0,100355.0,0.2799404909496652,75504,0.7624855215643523
0.09285714285714286,0.6785714285714286,67044.0,100351.0,0.27984512388182115,75514,0.7624386586695747
0.07857142857142857,0.6785714285714286,67060.0,100335.0,0.27934921512903166,75566,0.762221767035368
0.0642857142857143,0.6785714285714286,67092.5,100302.5,0.2778519521638788,75723,0.7618328470911275
0.05,0.6785714285714286,67259.0,100136.0,0.27225390528142823,76310,0.7588622670589884
0.1928571428571429,0.6571428571428571,73928.5,93466.5,0.34430372503767004,68755,0.7404370827909038
0.20714285714285718,0.6571428571428571,73928.5,93466.5,0.34430372503767004,68755,0.7404370827909038
0.22142857142857142,0.6571428571428571,73928.5,93466.5,0.34430372503767004,68755,0.7404370827909038
0.15000000000000002,0.6571428571428571,73928.5,93466.5,0.34430372503767004,68755,0.7404370827909038
0.1642857142857143,0.6571428571428571,73928.5,93466.5,0.34430372503767004,68755,0.7404370827909038
0.25,0.6571428571428571,73928.5,93466.5,0.34430372503767004,68755,0.7404370827909038
0.13571428571428573,0.6571428571428571,73928.5,93466.5,0.34428465162410116,68757,0.740450403035927
0.1785714285714286,0.6571428571428571,73928.5,93466.5,0.34430372503767004,68755,0.7404370827909038
0.2357142857142857,0.6571428571428571,73928.5,93466.5,0.34430372503767004,68755,0.7404370827909038
0.12142857142857144,0.6571428571428571,73929.0,93466.0,0.3442560415037479,68760,0.7404565349880879
0.10714285714285715,0.6571428571428571,73932.0,93463.0,0.34419882126304147,68766,0.7404133880084229
0.09285714285714286,0.6571428571428571,73933.0,93462.0,0.3440653073680596,68780,0.740368091357614
0.07857142857142857,0.6571428571428571,73955.0,93440.0,0.3434358847202884,68846,0.7400866377874042
0.0642857142857143,0.6571428571428571,73998.0,93397.0,0.34152854336340577,69046,0.7395565732156819
0.05,0.6571428571428571,74156.0,93239.0,0.33475748154647234,69756,0.7365962053444248
0.15000000000000002,0.6357142857142858,82741.0,84654.0,0.4171737015773713,61114,0.7189100219458668
0.20714285714285718,0.6357142857142858,82741.0,84654.0,0.4171737015773713,61114,0.7189100219458668
0.25,0.6357142857142858,82741.0,84654.0,0.4171737015773713,61114,0.7189100219458668
0.1928571428571429,0.6357142857142858,82741.0,84654.0,0.4171737015773713,61114,0.7189100219458668
0.1642857142857143,0.6357142857142858,82741.0,84654.0,0.4171737015773713,61114,0.7189100219458668
0.22142857142857142,0.6357142857142858,82741.0,84654.0,0.4171737015773713,61114,0.7189100219458668
0.2357142857142857,0.6357142857142858,82741.0,84654.0,0.4171737015773713,61114,0.7189100219458668
0.13571428571428573,0.6357142857142858,82741.0,84654.0,0.41715462816380244,61116,0.7189200310913996
0.1785714285714286,0.6357142857142858,82741.0,84654.0,0.4171737015773713,61114,0.7189100219458668
0.12142857142857144,0.6357142857142858,82741.5,84653.5,0.4171260180434493,61119,0.7189236150803631
0.10714285714285715,0.6357142857142858,82744.5,84650.5,0.41706879780274275,61125,0.7188850524775341
0.09285714285714286,0.6357142857142858,82747.0,84648.0,0.41690667378740776,61142,0.7188214841248055
0.07857142857142857,0.6357142857142858,82769.5,84625.5,0.4161342005378703,61223,0.7185287040220006
0.0642857142857143,0.6357142857142858,82815.5,84579.5,0.4138072440824735,61467,0.7178677605955152
0.05,0.6357142857142858,82906.0,84489.0,0.40551984588681833,62336,0.7150181082733644
0.22142857142857142,0.6142857142857143,92370.0,75025.0,0.4977970207328005,52660,0.7017510249434844
0.25,0.6142857142857143,92370.0,75025.0,0.4977970207328005,52660,0.7017510249434844
0.2357142857142857,0.6142857142857143,92370.0,75025.0,0.4977970207328005,52660,0.7017510249434844
0.20714285714285718,0.6142857142857143,92370.0,75025.0,0.4977970207328005,52660,0.7017510249434844
0.1785714285714286,0.6142857142857143,92370.0,75025.0,0.4977970207328005,52660,0.7017510249434844
0.13571428571428573,0.6142857142857143,92370.0,75025.0,0.49777794731923175,52662,0.7017587554601885
0.1928571428571429,0.6142857142857143,92370.0,75025.0,0.4977970207328005,52660,0.7017510249434844
0.15000000000000002,0.6142857142857143,92370.0,75025.0,0.4977970207328005,52660,0.7017510249434844
0.1642857142857143,0.6142857142857143,92370.0,75025.0,0.4977970207328005,52660,0.7017510249434844
0.12142857142857144,0.6142857142857143,92370.5,75024.5,0.4977493371988785,52665,0.7017607725173874
0.10714285714285715,0.6142857142857143,92374.0,75021.0,0.4976635068378188,52674,0.7017284991568297
0.09285714285714286,0.6142857142857143,92378.0,75017.0,0.49745369928856165,52696,0.7016602124151682
0.07857142857142857,0.6142857142857143,92404.0,74991.0,0.49657632226439563,52788,0.7013635490685616
0.0642857142857143,0.6142857142857143,92427.5,74967.5,0.49382021400370024,53077,0.7007203414379792
0.05,0.6142857142857143,92465.0,74930.0,0.484235823685365,54082,0.698046321096581
0.05,0.5928571428571429,99795.0,67600.0,0.5394152091399798,48296,0.687016017821152
0.05,0.5714285714285715,99795.0,67600.0,0.5394152091399798,48296,0.687016017821152
0.05,0.55,99795.0,67600.0,0.5394152091399798,48296,0.687016017821152
0.1785714285714286,0.55,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.13571428571428573,0.55,99812.5,67582.5,0.5544736691525682,46717,0.6905797973891058
0.13571428571428573,0.5714285714285715,99812.5,67582.5,0.5544736691525682,46717,0.6905797973891058
0.13571428571428573,0.5928571428571429,99812.5,67582.5,0.5544736691525682,46717,0.6905797973891058
0.25,0.5928571428571429,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.25,0.5714285714285715,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.1785714285714286,0.5714285714285715,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.1642857142857143,0.5928571428571429,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.1642857142857143,0.5714285714285715,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.1642857142857143,0.55,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.15000000000000002,0.55,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.15000000000000002,0.5714285714285715,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.15000000000000002,0.5928571428571429,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.25,0.55,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.1785714285714286,0.5928571428571429,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.20714285714285718,0.5714285714285715,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.20714285714285718,0.5928571428571429,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.20714285714285718,0.55,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.22142857142857142,0.55,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.22142857142857142,0.5714285714285715,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.22142857142857142,0.5928571428571429,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.1928571428571429,0.5928571428571429,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.2357142857142857,0.5928571428571429,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.1928571428571429,0.55,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.1928571428571429,0.5714285714285715,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.2357142857142857,0.5714285714285715,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.2357142857142857,0.55,99812.5,67582.5,0.554492742566137,46715,0.6905732418347866
0.12142857142857144,0.55,99813.0,67582.0,0.554445059032215,46720,0.6905810313392273
0.12142857142857144,0.5714285714285715,99813.0,67582.0,0.554445059032215,46720,0.6905810313392273
0.12142857142857144,0.5928571428571429,99813.0,67582.0,0.554445059032215,46720,0.6905810313392273
0.10714285714285715,0.55,99817.5,67577.5,0.5543401552575864,46731,0.6905396803550845
0.10714285714285715,0.5714285714285715,99817.5,67577.5,0.5543401552575864,46731,0.6905396803550845
0.10714285714285715,0.5928571428571429,99817.5,67577.5,0.5543401552575864,46731,0.6905396803550845
0.09285714285714286,0.5928571428571429,99821.0,67574.0,0.554120811001545,46754,0.6904860250585158
0.09285714285714286,0.55,99821.0,67574.0,0.554120811001545,46754,0.6904860250585158
0.09285714285714286,0.5714285714285715,99821.0,67574.0,0.554120811001545,46754,0.6904860250585158
0.07857142857142857,0.55,99837.5,67557.5,0.5531194567891815,46859,0.6902015551992275
0.07857142857142857,0.5714285714285715,99837.5,67557.5,0.5531194567891815,46859,0.6902015551992275
0.07857142857142857,0.5928571428571429,99837.5,67557.5,0.5531194567891815,46859,0.6902015551992275
0.0642857142857143,0.5714285714285715,99841.5,67553.5,0.5501249308588758,47173,0.6895726792060327
0.0642857142857143,0.5928571428571429,99841.5,67553.5,0.5501249308588758,47173,0.6895726792060327
0.0642857142857143,0.55,99841.5,67553.5,0.5501249308588758,47173,0.6895726792060327
